Date,Store ID,Product ID,predicted_units_sold
2023-11-05,S001,P0007,145.4
2023-11-06,S001,P0007,141.4
2023-11-07,S001,P0007,113.2
2023-11-08,S001,P0007,156.1
2023-11-09,S001,P0007,153.7
2023-11-10,S001,P0007,107.3
2023-11-11,S001,P0007,143.5
2023-11-12,S001,P0007,125.3
2023-11-13,S001,P0007,139.4
2023-11-14,S001,P0007,152.1
2023-11-01,S001,P0008,153.5
2023-11-02,S001,P0008,192.9
2023-11-03,S001,P0008,187.9
2023-11-04,S001,P0008,157.8
2023-11-05,S001,P0008,161.1
2023-11-06,S001,P0008,163.8
2023-11-07,S001,P0008,132.4
2023-11-08,S001,P0008,159.9
2023-11-09,S001,P0008,170.0
2023-11-10,S001,P0008,148.8
2023-11-11,S001,P0008,185.7
2023-11-12,S001,P0008,159.2
2023-11-13,S001,P0008,148.5
2023-11-14,S001,P0008,178.1
2023-11-01,S001,P0009,162.0
2023-11-02,S001,P0009,126.3
2023-11-03,S001,P0009,122.0
2023-11-04,S001,P0009,125.5
2023-11-05,S001,P0009,121.6
2023-11-06,S001,P0009,103.6
2023-11-07,S001,P0009,131.0
2023-11-08,S001,P0009,130.6
2023-11-09,S001,P0009,139.0
2023-11-10,S001,P0009,149.4
2023-11-11,S001,P0009,138.5
2023-11-12,S001,P0009,138.8
2023-11-13,S001,P0009,144.0
2023-11-14,S001,P0009,139.6
2023-11-01,S001,P0010,121.0
2023-11-02,S001,P0010,119.6
2023-11-03,S001,P0010,131.6
2023-11-04,S001,P0010,127.2
2023-11-05,S001,P0010,119.6
2023-11-06,S001,P0010,117.7
2023-11-07,S001,P0010,120.3
2023-11-08,S001,P0010,107.4
2023-11-09,S001,P0010,95.2
2023-11-10,S001,P0010,129.8
2023-11-11,S001,P0010,127.9
2023-11-12,S001,P0010,129.3
2023-11-13,S001,P0010,132.5
2023-11-14,S001,P0010,115.5
2023-11-01,S001,P0011,127.4
2023-11-02,S001,P0011,128.9
2023-11-03,S001,P0011,158.2
2023-11-04,S001,P0011,134.6
2023-11-05,S001,P0011,127.1
2023-11-06,S001,P0011,160.6
2023-11-07,S001,P0011,141.4
2023-11-08,S001,P0011,142.8
2023-11-09,S001,P0011,155.3
2023-11-10,S001,P0011,123.8
2023-11-11,S001,P0011,130.9
2023-11-12,S001,P0011,134.8
2023-11-13,S001,P0011,174.4
2023-11-14,S001,P0011,142.6
2023-11-01,S001,P0012,154.3
2023-11-02,S001,P0012,111.2
2023-11-03,S001,P0012,108.9
2023-11-04,S001,P0012,120.6
2023-11-05,S001,P0012,126.0
2023-11-06,S001,P0012,140.4
2023-11-07,S001,P0012,137.7
2023-11-08,S001,P0012,131.2
2023-11-09,S001,P0012,134.4
2023-11-10,S001,P0012,131.9
2023-11-11,S001,P0012,142.9
2023-11-12,S001,P0012,135.1
2023-11-13,S001,P0012,131.4
2023-11-14,S001,P0012,134.7
2023-11-01,S001,P0013,104.9
2023-11-02,S001,P0013,117.4
2023-11-03,S001,P0013,144.9
2023-11-04,S001,P0013,154.0
2023-11-05,S001,P0013,147.1
2023-11-06,S001,P0013,116.2
2023-11-07,S001,P0013,139.0
2023-11-08,S001,P0013,138.9
2023-11-09,S001,P0013,146.6
2023-11-10,S001,P0013,135.4
2023-11-11,S001,P0013,159.3
2023-11-12,S001,P0013,127.4
2023-11-13,S001,P0013,121.6
2023-11-14,S001,P0013,142.4
2023-11-01,S001,P0014,151.4
2023-11-02,S001,P0014,127.0
2023-11-03,S001,P0014,138.2
2023-11-04,S001,P0014,132.8
2023-11-05,S001,P0014,185.7
2023-11-06,S001,P0014,121.5
2023-11-07,S001,P0014,132.6
2023-11-08,S001,P0014,142.4
2023-11-09,S001,P0014,130.0
2023-11-10,S001,P0014,147.2
2023-11-11,S001,P0014,153.4
2023-11-12,S001,P0014,130.7
2023-11-13,S001,P0014,146.9
2023-11-14,S001,P0014,124.7
2023-11-01,S001,P0015,118.2
2023-11-02,S001,P0015,129.8
2023-11-03,S001,P0015,121.4
2023-11-04,S001,P0015,139.4
2023-11-05,S001,P0015,143.0
2023-11-06,S001,P0015,142.2
2023-11-07,S001,P0015,124.8
2023-11-08,S001,P0015,152.1
2023-11-09,S001,P0015,133.5
2023-11-10,S001,P0015,164.4
2023-11-11,S001,P0015,129.9
2023-11-12,S001,P0015,115.1
2023-11-13,S001,P0015,131.1
2023-11-14,S001,P0015,142.3
2023-11-01,S001,P0016,144.3
2023-11-02,S001,P0016,135.9
2023-11-03,S001,P0016,112.8
2023-11-04,S001,P0016,151.3
2023-11-05,S001,P0016,160.6
2023-11-06,S001,P0016,133.8
2023-11-07,S001,P0016,142.9
2023-11-08,S001,P0016,154.7
2023-11-09,S001,P0016,137.6
2023-11-10,S001,P0016,157.5
2023-11-11,S001,P0016,156.8
2023-11-12,S001,P0016,138.4
2023-11-13,S001,P0016,158.9
2023-11-14,S001,P0016,152.8
2023-11-01,S001,P0017,138.6
2023-11-02,S001,P0017,170.9
2023-11-03,S001,P0017,139.4
2023-11-04,S001,P0017,143.0
2023-11-05,S001,P0017,122.2
2023-11-06,S001,P0017,140.8
2023-11-07,S001,P0017,151.3
2023-11-08,S001,P0017,148.9
2023-11-09,S001,P0017,121.3
2023-11-10,S001,P0017,152.9
2023-11-11,S001,P0017,109.1
2023-11-12,S001,P0017,130.4
2023-11-13,S001,P0017,214.7
2023-11-14,S001,P0017,126.6
2023-11-01,S001,P0018,154.8
2023-11-02,S001,P0018,178.6
2023-11-03,S001,P0018,141.1
2023-11-04,S001,P0018,141.1
2023-11-05,S001,P0018,121.0
2023-11-06,S001,P0018,139.1
2023-11-07,S001,P0018,131.8
2023-11-08,S001,P0018,156.0
2023-11-09,S001,P0018,128.0
2023-11-10,S001,P0018,164.5
2023-11-11,S001,P0018,153.0
2023-11-12,S001,P0018,134.1
2023-11-13,S001,P0018,118.4
2023-11-14,S001,P0018,132.7
2023-11-01,S001,P0019,154.1
2023-11-02,S001,P0019,146.7
2023-11-03,S001,P0019,92.5
2023-11-04,S001,P0019,139.7
2023-11-05,S001,P0019,112.2
2023-11-06,S001,P0019,167.4
2023-11-07,S001,P0019,141.0
2023-11-08,S001,P0019,123.4
2023-11-09,S001,P0019,115.0
2023-11-10,S001,P0019,99.5
2023-11-11,S001,P0019,125.9
2023-11-12,S001,P0019,147.4
2023-11-13,S001,P0019,121.9
2023-11-14,S001,P0019,153.7
2023-11-01,S001,P0020,231.1
2023-11-02,S001,P0020,142.7
2023-11-03,S001,P0020,146.1
2023-11-04,S001,P0020,98.8
2023-11-05,S001,P0020,143.1
2023-11-06,S001,P0020,134.4
2023-11-07,S001,P0020,132.5
2023-11-08,S001,P0020,142.8
2023-11-09,S001,P0020,142.6
2023-11-10,S001,P0020,128.6
2023-11-11,S001,P0020,134.6
2023-11-12,S001,P0020,136.2
2023-11-13,S001,P0020,147.5
2023-11-14,S001,P0020,149.5
2023-11-01,S002,P0001,149.9
2023-11-02,S002,P0001,154.5
2023-11-03,S002,P0001,124.0
2023-11-04,S002,P0001,140.9
2023-11-05,S002,P0001,149.5
2023-11-06,S002,P0001,143.7
2023-11-07,S002,P0001,149.9
2023-11-08,S002,P0001,143.9
2023-11-09,S002,P0001,157.2
2023-11-10,S002,P0001,140.5
2023-11-11,S002,P0001,133.3
2023-11-12,S002,P0001,140.2
2023-11-13,S002,P0001,111.5
2023-11-14,S002,P0001,135.3
2023-11-01,S002,P0002,163.4
2023-11-02,S002,P0002,138.2
2023-11-03,S002,P0002,132.5
2023-11-04,S002,P0002,89.4
2023-11-05,S002,P0002,123.2
2023-11-06,S002,P0002,125.1
2023-11-07,S002,P0002,146.6
2023-11-08,S002,P0002,129.7
2023-11-09,S002,P0002,151.1
2023-11-10,S002,P0002,130.9
2023-11-11,S002,P0002,122.2
2023-11-12,S002,P0002,110.3
2023-11-13,S002,P0002,141.1
2023-11-14,S002,P0002,127.5
2023-11-01,S002,P0003,134.8
2023-11-02,S002,P0003,106.8
2023-11-03,S002,P0003,135.8
2023-11-04,S002,P0003,174.4
2023-11-05,S002,P0003,154.5
2023-11-06,S002,P0003,116.6
2023-11-07,S002,P0003,129.3
2023-11-08,S002,P0003,136.1
2023-11-09,S002,P0003,134.5
2023-11-10,S002,P0003,133.3
2023-11-11,S002,P0003,124.5
2023-11-12,S002,P0003,140.9
2023-11-13,S002,P0003,122.3
2023-11-14,S002,P0003,140.0
2023-11-01,S002,P0004,102.2
2023-11-02,S002,P0004,111.3
2023-11-03,S002,P0004,121.1
2023-11-04,S002,P0004,102.8
2023-11-05,S002,P0004,118.1
2023-11-06,S002,P0004,110.2
2023-11-07,S002,P0004,91.1
2023-11-08,S002,P0004,129.9
2023-11-09,S002,P0004,123.4
2023-11-10,S002,P0004,93.2
2023-11-11,S002,P0004,106.8
2023-11-12,S002,P0004,139.9
2023-11-13,S002,P0004,97.1
2023-11-14,S002,P0004,130.7
2023-11-01,S002,P0005,161.8
2023-11-02,S002,P0005,116.7
2023-11-03,S002,P0005,158.9
2023-11-04,S002,P0005,150.1
2023-11-05,S002,P0005,119.7
2023-11-06,S002,P0005,135.6
2023-11-07,S002,P0005,150.7
2023-11-08,S002,P0005,140.1
2023-11-09,S002,P0005,137.2
2023-11-10,S002,P0005,124.0
2023-11-11,S002,P0005,151.3
2023-11-12,S002,P0005,120.1
2023-11-13,S002,P0005,161.7
2023-11-14,S002,P0005,147.8
2023-11-01,S002,P0006,201.7
2023-11-02,S002,P0006,145.6
2023-11-03,S002,P0006,117.8
2023-11-04,S002,P0006,122.7
2023-11-05,S002,P0006,106.0
2023-11-06,S002,P0006,136.2
2023-11-07,S002,P0006,118.8
2023-11-08,S002,P0006,97.0
2023-11-09,S002,P0006,147.3
2023-11-10,S002,P0006,125.4
2023-11-11,S002,P0006,130.5
2023-11-12,S002,P0006,135.8
2023-11-13,S002,P0006,137.8
2023-11-14,S002,P0006,125.0
2023-11-01,S002,P0007,153.7
2023-11-02,S002,P0007,101.4
2023-11-03,S002,P0007,137.2
2023-11-04,S002,P0007,141.7
2023-11-05,S002,P0007,113.8
2023-11-06,S002,P0007,131.3
2023-11-07,S002,P0007,133.0
2023-11-08,S002,P0007,128.6
2023-11-09,S002,P0007,131.0
2023-11-10,S002,P0007,140.9
2023-11-11,S002,P0007,137.8
2023-11-12,S002,P0007,133.2
2023-11-13,S002,P0007,127.6
2023-11-14,S002,P0007,124.2
2023-11-01,S002,P0008,140.4
2023-11-02,S002,P0008,112.6
2023-11-03,S002,P0008,139.6
2023-11-04,S002,P0008,127.5
2023-11-05,S002,P0008,123.8
2023-11-06,S002,P0008,119.9
2023-11-07,S002,P0008,108.6
2023-11-08,S002,P0008,125.8
2023-11-09,S002,P0008,122.3
2023-11-10,S002,P0008,138.7
2023-11-11,S002,P0008,122.5
2023-11-12,S002,P0008,110.6
2023-11-13,S002,P0008,88.2
2023-11-14,S002,P0008,135.1
2023-11-01,S002,P0009,127.0
2023-11-02,S002,P0009,149.6
2023-11-03,S002,P0009,142.2
2023-11-04,S002,P0009,126.3
2023-11-05,S002,P0009,146.9
2023-11-06,S002,P0009,139.1
2023-11-07,S002,P0009,136.2
2023-11-08,S002,P0009,143.9
2023-11-09,S002,P0009,128.7
2023-11-10,S002,P0009,151.5
2023-11-11,S002,P0009,124.0
2023-11-12,S002,P0009,96.2
2023-11-13,S002,P0009,130.9
2023-11-14,S002,P0009,129.2
2023-11-01,S002,P0010,130.2
2023-11-02,S002,P0010,134.7
2023-11-03,S002,P0010,133.1
2023-11-04,S002,P0010,123.0
2023-11-05,S002,P0010,100.8
2023-11-06,S002,P0010,139.7
2023-11-07,S002,P0010,124.0
2023-11-08,S002,P0010,138.7
2023-11-09,S002,P0010,134.0
2023-11-10,S002,P0010,130.6
2023-11-11,S002,P0010,126.1
2023-11-12,S002,P0010,111.2
2023-11-13,S002,P0010,128.4
2023-11-14,S002,P0010,107.7
2023-11-01,S002,P0011,134.3
2023-11-02,S002,P0011,138.1
2023-11-03,S002,P0011,113.8
2023-11-04,S002,P0011,144.6
2023-11-05,S002,P0011,137.3
2023-11-06,S002,P0011,127.9
2023-11-07,S002,P0011,149.8
2023-11-08,S002,P0011,134.7
2023-11-09,S002,P0011,136.5
2023-11-10,S002,P0011,136.5
2023-11-11,S002,P0011,116.7
2023-11-12,S002,P0011,144.8
2023-11-13,S002,P0011,135.0
2023-11-14,S002,P0011,119.9
2023-11-01,S002,P0012,121.4
2023-11-02,S002,P0012,114.8
2023-11-03,S002,P0012,156.2
2023-11-04,S002,P0012,116.8
2023-11-05,S002,P0012,146.3
2023-11-06,S002,P0012,126.9
2023-11-07,S002,P0012,122.1
2023-11-08,S002,P0012,145.2
2023-11-09,S002,P0012,134.5
2023-11-10,S002,P0012,133.8
2023-11-11,S002,P0012,128.0
2023-11-12,S002,P0012,157.6
2023-11-13,S002,P0012,146.0
2023-11-14,S002,P0012,137.6
2023-11-01,S002,P0013,100.2
2023-11-02,S002,P0013,89.4
2023-11-03,S002,P0013,107.9
2023-11-04,S002,P0013,88.8
2023-11-05,S002,P0013,99.0
2023-11-06,S002,P0013,111.6
2023-11-07,S002,P0013,66.7
2023-11-08,S002,P0013,74.0
2023-11-09,S002,P0013,70.9
2023-11-10,S002,P0013,96.4
2023-11-11,S002,P0013,80.8
2023-11-12,S002,P0013,57.0
2023-11-13,S002,P0013,80.3
2023-11-14,S002,P0013,96.1
2023-11-01,S002,P0014,124.5
2023-11-02,S002,P0014,137.5
2023-11-03,S002,P0014,112.5
2023-11-04,S002,P0014,107.1
2023-11-05,S002,P0014,143.9
2023-11-06,S002,P0014,104.8
2023-11-07,S002,P0014,128.1
2023-11-08,S002,P0014,129.5
2023-11-09,S002,P0014,134.7
2023-11-10,S002,P0014,148.2
2023-11-11,S002,P0014,97.7
2023-11-12,S002,P0014,123.9
2023-11-13,S002,P0014,125.5
2023-11-14,S002,P0014,119.1
2023-11-01,S002,P0015,146.0
2023-11-02,S002,P0015,105.8
2023-11-03,S002,P0015,113.5
2023-11-04,S002,P0015,123.7
2023-11-05,S002,P0015,126.7
2023-11-06,S002,P0015,133.1
2023-11-07,S002,P0015,130.2
2023-11-08,S002,P0015,138.0
2023-11-09,S002,P0015,105.3
2023-11-10,S002,P0015,114.2
2023-11-11,S002,P0015,122.0
2023-11-12,S002,P0015,114.8
2023-11-13,S002,P0015,124.7
2023-11-14,S002,P0015,130.0
2023-11-01,S002,P0016,140.5
2023-11-02,S002,P0016,132.6
2023-11-03,S002,P0016,158.5
2023-11-04,S002,P0016,122.1
2023-11-05,S002,P0016,140.5
2023-11-06,S002,P0016,140.9
2023-11-07,S002,P0016,147.0
2023-11-08,S002,P0016,148.3
2023-11-09,S002,P0016,141.4
2023-11-10,S002,P0016,140.3
2023-11-11,S002,P0016,125.3
2023-11-12,S002,P0016,157.8
2023-11-13,S002,P0016,157.1
2023-11-14,S002,P0016,146.3
2023-11-01,S002,P0017,195.3
2023-11-02,S002,P0017,185.5
2023-11-03,S002,P0017,111.8
2023-11-04,S002,P0017,91.3
2023-11-05,S002,P0017,116.2
2023-11-06,S002,P0017,136.1
2023-11-07,S002,P0017,115.0
2023-11-08,S002,P0017,123.5
2023-11-09,S002,P0017,92.6
2023-11-10,S002,P0017,114.4
2023-11-11,S002,P0017,132.0
2023-11-12,S002,P0017,103.3
2023-11-13,S002,P0017,117.2
2023-11-14,S002,P0017,92.9
2023-11-01,S002,P0018,141.8
2023-11-02,S002,P0018,149.4
2023-11-03,S002,P0018,157.9
2023-11-04,S002,P0018,145.7
2023-11-05,S002,P0018,150.9
2023-11-06,S002,P0018,146.5
2023-11-07,S002,P0018,156.4
2023-11-08,S002,P0018,148.7
2023-11-09,S002,P0018,130.8
2023-11-10,S002,P0018,125.5
2023-11-11,S002,P0018,128.3
2023-11-12,S002,P0018,142.5
2023-11-13,S002,P0018,130.2
2023-11-14,S002,P0018,134.0
2023-11-01,S002,P0019,150.6
2023-11-02,S002,P0019,132.1
2023-11-03,S002,P0019,148.3
2023-11-04,S002,P0019,145.6
2023-11-05,S002,P0019,135.0
2023-11-06,S002,P0019,118.7
2023-11-07,S002,P0019,132.7
2023-11-08,S002,P0019,150.2
2023-11-09,S002,P0019,139.4
2023-11-10,S002,P0019,146.7
2023-11-11,S002,P0019,133.2
2023-11-12,S002,P0019,135.2
2023-11-13,S002,P0019,172.5
2023-11-14,S002,P0019,137.0
2023-11-01,S002,P0020,152.3
2023-11-02,S002,P0020,140.4
2023-11-03,S002,P0020,151.2
2023-11-04,S002,P0020,124.4
2023-11-05,S002,P0020,159.8
2023-11-06,S002,P0020,114.6
2023-11-07,S002,P0020,154.4
2023-11-08,S002,P0020,146.6
2023-11-09,S002,P0020,150.6
2023-11-10,S002,P0020,163.4
2023-11-11,S002,P0020,123.9
2023-11-12,S002,P0020,138.6
2023-11-13,S002,P0020,135.2
2023-11-14,S002,P0020,122.3
2023-11-01,S003,P0001,119.0
2023-11-02,S003,P0001,118.7
2023-11-03,S003,P0001,109.4
2023-11-04,S003,P0001,120.3
2023-11-05,S003,P0001,122.1
2023-11-06,S003,P0001,138.0
2023-11-07,S003,P0001,129.1
2023-11-08,S003,P0001,112.6
2023-11-09,S003,P0001,125.1
2023-11-10,S003,P0001,117.9
2023-11-11,S003,P0001,143.7
2023-11-12,S003,P0001,119.4
2023-11-13,S003,P0001,149.5
2023-11-14,S003,P0001,115.7
2023-11-01,S003,P0002,131.7
2023-11-02,S003,P0002,131.9
2023-11-03,S003,P0002,143.0
2023-11-04,S003,P0002,150.5
2023-11-05,S003,P0002,139.1
2023-11-06,S003,P0002,156.6
2023-11-07,S003,P0002,153.8
2023-11-08,S003,P0002,157.4
2023-11-09,S003,P0002,128.3
2023-11-10,S003,P0002,154.0
2023-11-11,S003,P0002,184.0
2023-11-12,S003,P0002,144.9
2023-11-13,S003,P0002,162.4
2023-11-14,S003,P0002,126.3
2023-11-01,S003,P0003,152.9
2023-11-02,S003,P0003,144.8
2023-11-03,S003,P0003,174.1
2023-11-04,S003,P0003,170.4
2023-11-05,S003,P0003,153.0
2023-11-06,S003,P0003,149.1
2023-11-07,S003,P0003,139.6
2023-11-08,S003,P0003,158.6
2023-11-09,S003,P0003,141.7
2023-11-10,S003,P0003,145.9
2023-11-11,S003,P0003,128.7
2023-11-12,S003,P0003,177.5
2023-11-13,S003,P0003,134.1
2023-11-14,S003,P0003,141.4
2023-11-01,S003,P0004,142.4
2023-11-02,S003,P0004,137.6
2023-11-03,S003,P0004,143.4
2023-11-04,S003,P0004,122.4
2023-11-05,S003,P0004,157.8
2023-11-06,S003,P0004,142.6
2023-11-07,S003,P0004,164.7
2023-11-08,S003,P0004,130.7
2023-11-09,S003,P0004,145.4
2023-11-10,S003,P0004,178.0
2023-11-11,S003,P0004,168.8
2023-11-12,S003,P0004,175.4
2023-11-13,S003,P0004,141.5
2023-11-14,S003,P0004,146.0
2023-11-01,S003,P0005,151.1
2023-11-02,S003,P0005,144.4
2023-11-03,S003,P0005,144.9
2023-11-04,S003,P0005,131.3
2023-11-05,S003,P0005,157.4
2023-11-06,S003,P0005,150.2
2023-11-07,S003,P0005,136.1
2023-11-08,S003,P0005,165.0
2023-11-09,S003,P0005,144.6
2023-11-10,S003,P0005,158.5
2023-11-11,S003,P0005,147.5
2023-11-12,S003,P0005,152.3
2023-11-13,S003,P0005,141.1
2023-11-14,S003,P0005,149.9
2023-11-01,S003,P0006,157.4
2023-11-02,S003,P0006,156.6
2023-11-03,S003,P0006,140.4
2023-11-04,S003,P0006,134.9
2023-11-05,S003,P0006,147.6
2023-11-06,S003,P0006,142.3
2023-11-07,S003,P0006,135.4
2023-11-08,S003,P0006,149.1
2023-11-09,S003,P0006,120.2
2023-11-10,S003,P0006,134.6
2023-11-11,S003,P0006,132.7
2023-11-12,S003,P0006,135.3
2023-11-13,S003,P0006,142.9
2023-11-14,S003,P0006,155.8
2023-11-01,S003,P0007,170.5
2023-11-02,S003,P0007,154.1
2023-11-03,S003,P0007,119.8
2023-11-04,S003,P0007,115.5
2023-11-05,S003,P0007,139.1
2023-11-06,S003,P0007,138.9
2023-11-07,S003,P0007,135.2
2023-11-08,S003,P0007,117.7
2023-11-09,S003,P0007,132.2
2023-11-10,S003,P0007,147.8
2023-11-11,S003,P0007,138.7
2023-11-12,S003,P0007,131.1
2023-11-13,S003,P0007,137.6
2023-11-14,S003,P0007,156.8
2023-11-01,S003,P0008,132.0
2023-11-02,S003,P0008,141.9
2023-11-03,S003,P0008,163.3
2023-11-04,S003,P0008,132.6
2023-11-05,S003,P0008,118.3
2023-11-06,S003,P0008,140.0
2023-11-07,S003,P0008,123.6
2023-11-08,S003,P0008,130.1
2023-11-09,S003,P0008,140.1
2023-11-10,S003,P0008,116.6
2023-11-11,S003,P0008,123.1
2023-11-12,S003,P0008,118.6
2023-11-13,S003,P0008,114.6
2023-11-14,S003,P0008,135.6
2023-11-01,S003,P0009,118.5
2023-11-02,S003,P0009,131.6
2023-11-03,S003,P0009,172.5
2023-11-04,S003,P0009,120.0
2023-11-05,S003,P0009,144.8
2023-11-06,S003,P0009,136.3
2023-11-07,S003,P0009,163.9
2023-11-08,S003,P0009,144.4
2023-11-09,S003,P0009,150.4
2023-11-10,S003,P0009,145.6
2023-11-11,S003,P0009,151.4
2023-11-12,S003,P0009,144.3
2023-11-13,S003,P0009,162.6
2023-11-14,S003,P0009,148.4
2023-11-01,S003,P0010,161.8
2023-11-02,S003,P0010,131.6
2023-11-03,S003,P0010,148.5
2023-11-04,S003,P0010,122.9
2023-11-05,S003,P0010,100.0
2023-11-06,S003,P0010,128.2
2023-11-07,S003,P0010,134.1
2023-11-08,S003,P0010,133.5
2023-11-09,S003,P0010,139.1
2023-11-10,S003,P0010,138.3
2023-11-11,S003,P0010,125.9
2023-11-12,S003,P0010,135.9
2023-11-13,S003,P0010,121.8
2023-11-14,S003,P0010,117.1
2023-11-01,S003,P0011,155.5
2023-11-02,S003,P0011,163.2
2023-11-03,S003,P0011,121.1
2023-11-04,S003,P0011,141.8
2023-11-05,S003,P0011,177.3
2023-11-06,S003,P0011,134.9
2023-11-07,S003,P0011,151.1
2023-11-08,S003,P0011,135.1
2023-11-09,S003,P0011,131.6
2023-11-10,S003,P0011,149.1
2023-11-11,S003,P0011,141.7
2023-11-12,S003,P0011,156.3
2023-11-13,S003,P0011,145.0
2023-11-14,S003,P0011,141.8
2023-11-01,S003,P0012,141.5
2023-11-02,S003,P0012,180.1
2023-11-03,S003,P0012,166.1
2023-11-04,S003,P0012,162.8
2023-11-05,S003,P0012,166.2
2023-11-06,S003,P0012,136.8
2023-11-07,S003,P0012,137.6
2023-11-08,S003,P0012,166.6
2023-11-09,S003,P0012,139.7
2023-11-10,S003,P0012,171.3
2023-11-11,S003,P0012,144.2
2023-11-12,S003,P0012,153.4
2023-11-13,S003,P0012,161.8
2023-11-14,S003,P0012,147.7
2023-11-01,S003,P0013,145.7
2023-11-02,S003,P0013,75.0
2023-11-03,S003,P0013,121.9
2023-11-04,S003,P0013,127.3
2023-11-05,S003,P0013,122.3
2023-11-06,S003,P0013,92.0
2023-11-07,S003,P0013,140.8
2023-11-08,S003,P0013,142.2
2023-11-09,S003,P0013,122.1
2023-11-10,S003,P0013,126.1
2023-11-11,S003,P0013,107.8
2023-11-12,S003,P0013,94.9
2023-11-13,S003,P0013,115.2
2023-11-14,S003,P0013,137.4
2023-11-01,S003,P0014,113.1
2023-11-02,S003,P0014,128.2
2023-11-03,S003,P0014,118.7
2023-11-04,S003,P0014,116.6
2023-11-05,S003,P0014,152.9
2023-11-06,S003,P0014,144.1
2023-11-07,S003,P0014,132.0
2023-11-08,S003,P0014,135.6
2023-11-09,S003,P0014,113.2
2023-11-10,S003,P0014,119.8
2023-11-11,S003,P0014,149.3
2023-11-12,S003,P0014,141.2
2023-11-13,S003,P0014,130.9
2023-11-14,S003,P0014,111.7
2023-11-01,S003,P0015,144.9
2023-11-02,S003,P0015,157.5
2023-11-03,S003,P0015,139.1
2023-11-04,S003,P0015,183.7
2023-11-05,S003,P0015,151.7
2023-11-06,S003,P0015,233.3
2023-11-07,S003,P0015,152.2
2023-11-08,S003,P0015,155.0
2023-11-09,S003,P0015,148.6
2023-11-10,S003,P0015,134.2
2023-11-11,S003,P0015,139.7
2023-11-12,S003,P0015,148.9
2023-11-13,S003,P0015,153.3
2023-11-14,S003,P0015,151.4
2023-11-01,S003,P0016,172.9
2023-11-02,S003,P0016,176.0
2023-11-03,S003,P0016,150.5
2023-11-04,S003,P0016,114.4
2023-11-05,S003,P0016,159.0
