Store ID,Product ID,Current_Inventory,Forecast_7D,Forecast_14D,Avg_Daily_Forecast,Days_of_Cover,Demand_Mean,Demand_Std,Lead_Time_Demand,Safety_Stock,Target_Stock,Min_Projected_Inventory,Stockout Risk,Risk Level,Recommended_Order_Qty
S003,P0008,103,587.342805902595,1174.68561180519,83.90611512894215,1.2275624946014418,133.87688098495212,109.75859512814928,251.71834538682646,313.67731449340505,565.3956598802315,-1071.68561180519,HIGH,HIGH,463
S003,P0009,496,620.3614425140335,1240.722885028067,88.62306321629049,5.59673726002315,140.46785225718193,112.71413711169038,265.8691896488715,322.12391014440857,587.9930997932801,-744.7228850280669,HIGH,MEDIUM,92
S003,P0010,413,519.6064149678807,1039.2128299357614,74.22948785255439,5.5638266132236,136.00820793433653,109.32285947490756,222.68846355766317,312.4320326147666,535.1204961724297,-626.2128299357614,HIGH,MEDIUM,123
S003,P0011,137,1277.2963485548428,2537.9387841598536,181.28134172570384,0.7557313879952092,138.703146374829,108.62368483850555,558.339117119121,310.4338727253072,868.7729898444283,-2400.9387841598536,HIGH,HIGH,732
S003,P0012,108,1051.7600556791867,2103.5201113583735,150.2514365255981,0.7187951243421237,137.52257181942545,111.9082328160302,450.75430957679424,319.8207292873082,770.5750388641025,-1995.5201113583735,HIGH,HIGH,663
S003,P0013,388,641.7952204569727,1283.5904409139455,91.68503149385324,4.231879442894802,147.03009575923392,112.60350695220833,275.05509448155976,321.80774200023916,596.8628364817989,-895.5904409139455,HIGH,MEDIUM,209
S003,P0014,230,693.4593816272172,1381.321978922615,98.66585563732964,2.3311002424731506,143.89603283173736,113.02368583435276,301.80491493984573,323.0085644342729,624.8134793741186,-1151.321978922615,HIGH,HIGH,395
S003,P0015,270,907.8120257912358,1815.6240515824716,129.68743225589083,2.0819287983684767,138.3296853625171,108.01200812129186,389.0622967676725,308.6857717244725,697.748068492145,-1545.6240515824716,HIGH,HIGH,428
S003,P0016,166,731.1626261343479,1462.325252268696,104.45180373347829,1.5892497215612433,141.7797537619699,111.65492057297993,313.3554112004348,319.0967923233234,632.4522035237583,-1296.325252268696,HIGH,HIGH,467
S003,P0017,239,732.1970214473424,1466.8613234871823,104.77580882051302,2.281060892685837,143.0451436388509,107.77586782433052,313.7987234774325,308.01091018758757,621.8096336650201,-1227.8613234871823,HIGH,HIGH,383
S003,P0018,375,1537.9634572718535,3078.3941951362053,219.8852996525861,1.7054346088278374,132.02051983584133,108.30291545553044,659.1271959736516,309.5171510917453,968.6443470653969,-2703.3941951362053,HIGH,HIGH,594
S003,P0019,253,1414.038539884353,2830.5443603612034,202.18174002580025,1.2513494045887372,142.9876880984952,111.19987489640695,606.0165170932942,317.79632464120164,923.8128417344958,-2577.5443603612034,HIGH,HIGH,671
S003,P0020,417,1106.711787827132,2213.4235756542635,158.10168397530452,2.6375430641531645,137.55403556771546,108.505985035326,474.30505192591363,310.0975003607133,784.4025522866269,-1796.4235756542635,HIGH,HIGH,368
S004,P0001,497,1655.6205456512919,3311.241091302583,236.51722080732733,2.101326906783114,138.53625170998632,110.96888240446259,709.5516624219822,317.1361749330476,1026.6878373550298,-2814.241091302583,HIGH,HIGH,530
S004,P0002,181,504.5927491873948,1009.1854983747895,72.08467845534211,2.5109358032599545,130.44870041039673,103.44434561018655,216.2540353660264,295.6319228817201,511.88595824774643,-828.1854983747895,HIGH,HIGH,331
S004,P0003,419,602.2237987897319,1204.4475975794637,86.03197125567598,4.870282452959096,129.18741450068399,107.45779244176163,258.0959137670279,307.1018876942313,565.1978014612592,-785.4475975794637,HIGH,MEDIUM,147
S004,P0004,105,627.6057162264583,1255.2114324529168,89.65795946092263,1.1711174404517224,131.07250341997263,107.11691958827265,268.97387838276785,306.1277126773109,575.1015910600788,-1150.2114324529168,HIGH,HIGH,471
S004,P0005,217,506.7618167222124,1013.523633444425,72.39454524603035,2.9974634036657464,137.22161422708618,107.08327382082236,217.183635738091,306.03155698248304,523.215192720574,-796.523633444425,HIGH,HIGH,307
S004,P0006,364,641.1903038209613,1282.3806076419228,91.59861483156591,3.973859219043141,141.10396716826264,108.43642224442635,274.7958444946977,309.89869798525837,584.694542479956,-918.3806076419228,HIGH,MEDIUM,221
S004,P0007,134,439.34690295233514,878.6938059046703,62.76384327890502,2.134987167763793,130.38166894664843,105.83721355506863,188.29152983671503,302.47046149467894,490.761991331394,-744.6938059046703,HIGH,HIGH,357
S004,P0008,390,610.2931902737533,1220.5863805475067,87.18474146767905,4.473259809396579,134.5704514363885,106.93720550026958,261.5542244030372,305.6141106907365,567.1683350937737,-830.5863805475067,HIGH,MEDIUM,178
S004,P0009,115,681.8975080972921,1363.795016194584,97.41392972818457,1.1805293177360372,134.59644322845418,112.50827641246958,292.24178918455374,321.5355841803607,613.7773733649144,-1248.795016194584,HIGH,HIGH,499
S004,P0010,382,1056.772035066473,2113.544070132946,150.96743358092473,2.5303470486251087,137.79480164158687,111.13236104560265,452.9023007427742,317.60337789851894,770.5056786412931,-1731.5440701329462,HIGH,HIGH,389
S004,P0011,155,695.1358649354306,1392.7390104633585,99.48135789023989,1.558080863462028,139.7387140902873,106.62313027727609,297.9153706866132,304.7165201887581,602.6318908753713,-1237.7390104633585,HIGH,HIGH,448
S004,P0012,85,681.064932076344,1364.5971447451852,97.47122462465609,0.8720522423650621,131.77428180574555,103.96000124190255,291.88497088986173,297.10560677473296,588.9905776645946,-1279.5971447451852,HIGH,HIGH,504
S004,P0013,113,469.9360700300591,939.8721400601182,67.13372429000844,1.6832076753533822,131.3939808481532,104.83602678309296,201.40117287002533,299.6091860057482,501.01035887577353,-826.8721400601182,HIGH,HIGH,389
S004,P0014,386,643.7346736051288,1289.9366278027549,92.13833055733963,4.18935309186858,142.13953488372093,110.99633319527744,275.8862886879123,317.2146261043064,593.1009147922186,-903.9366278027549,HIGH,MEDIUM,208
S004,P0015,56,552.0478697501434,1104.0957395002865,78.8639813928776,0.7100833487092689,137.70725034199725,108.20158350684117,236.59194417863284,309.22755615387166,545.8195003325045,-1048.0957395002865,HIGH,HIGH,490
S004,P0016,314,643.870903910997,1287.7418078219941,91.981557701571,3.4137277933339134,143.33378932968537,107.6979957802064,275.94467310471305,307.7883609316824,583.7330340363955,-973.7418078219941,HIGH,MEDIUM,270
S004,P0017,100,402.08873020935965,804.1774604187193,57.441247172765664,1.7409092755112132,135.59917920656633,107.62738587880963,172.32374151829703,307.586566036067,479.910307554364,-704.1774604187193,HIGH,HIGH,380
S004,P0018,83,1338.221931811913,2676.4438636238256,191.17456168741612,0.4341581812318254,128.62243502051984,103.71676257214219,573.5236850622484,296.41045891298876,869.9341439752372,-2593.4438636238256,HIGH,HIGH,787
S004,P0019,65,1331.979298923155,2666.4258784388076,190.4589913170577,0.34128081615109623,136.52257181942545,110.57376127090852,570.8482709670666,316.0069646335888,886.8552356006553,-2601.4258784388076,HIGH,HIGH,822
S004,P0020,249,1012.831444638743,2025.6628892774859,144.6902063769633,1.720918134232783,135.83994528043775,106.71924678831598,434.07061913088995,304.99121001169425,739.0618291425842,-1776.6628892774859,HIGH,HIGH,491
S005,P0001,300,578.3663193027103,1156.7326386054206,82.62375990038718,3.6309168253984794,131.0547195622435,106.90544927111807,247.87127970116154,305.52335507686354,553.3946347780251,-856.7326386054206,HIGH,MEDIUM,254
S005,P0002,253,676.4231861850498,1352.8463723700995,96.63188374072139,2.6181834629120857,134.3187414500684,105.80630230369552,289.8956512221642,302.38212072913774,592.2777719513019,-1099.8463723700995,HIGH,HIGH,340
S005,P0003,98,1285.855721503912,2574.178723600322,183.86990882859442,0.532985525605262,144.55129958960327,111.92577546777223,551.0810235016766,319.87086414810074,870.9518876497773,-2476.178723600322,HIGH,HIGH,773
S005,P0004,158,401.2085611295905,802.4171222591812,57.315508732798655,2.756670986496625,135.20656634746922,111.78194164252096,171.9465261983959,319.45980378435013,491.406329982746,-644.4171222591812,HIGH,HIGH,334
S005,P0005,372,569.4109740334221,1141.2892286593417,81.52065918995298,4.563260450742861,141.86456908344732,105.77498469281909,244.03327458575234,302.2926186353418,546.3258932210941,-769.2892286593417,HIGH,MEDIUM,175
S005,P0006,491,471.1278680504601,942.2557361009202,67.30398115006572,7.295259383025673,135.25444596443228,107.17878210236412,201.91194345019716,306.30450855617,508.21645200636715,-451.2557361009202,HIGH,LOW,18
S005,P0007,59,1214.057232817909,2428.114465635818,173.43674754541556,0.34018165605043105,138.43775649794802,111.87697449345477,520.3102426362467,319.73139663258917,840.0416392688359,-2369.114465635818,HIGH,HIGH,782
S005,P0008,409,1722.6620803260241,3445.3241606520482,246.09458290371774,1.661962629059647,133.8700410396717,111.20045243513685,738.2837487111531,317.79797517980046,1056.0817238909535,-3036.3241606520482,HIGH,HIGH,648
S005,P0009,319,727.9204996251848,1455.8409992503698,103.98864280359784,3.0676426905820056,136.19425444596442,107.78041105896416,311.9659284107935,308.02389422439427,619.9898226351877,-1136.8409992503698,HIGH,MEDIUM,301
S005,P0010,308,1435.3474247031975,2873.162129998893,205.22586642849234,1.5007854777765923,137.55266757865937,109.45874760751558,615.1488963013703,312.8203851119742,927.9692814133446,-2565.162129998893,HIGH,HIGH,620
S005,P0011,156,1232.641445285857,2465.282890571714,176.0916350408367,0.8859023880596183,136.5581395348837,107.5099376041918,528.2749051225101,307.250912510883,835.525817633393,-2309.282890571714,HIGH,HIGH,680
S005,P0012,495,828.4843527827661,1659.4359861580294,118.53114186843068,4.176117703729278,134.65389876880985,108.37954260526632,355.0647226211854,309.73614258410515,664.8008652052906,-1164.4359861580294,HIGH,MEDIUM,170
S005,P0013,389,907.4794934196347,1814.9589868392693,129.63992763137637,3.000618768517821,139.32147742818057,107.31240690187924,388.91978289412907,306.68639271032384,695.6061756044529,-1425.9589868392693,HIGH,MEDIUM,307
S005,P0014,328,444.2614889400707,888.5229778801414,63.46592699143867,5.168127459073371,137.35841313269495,111.1665792869202,190.39778097431605,317.7011696571565,508.0989506314726,-560.5229778801414,HIGH,MEDIUM,181
S005,P0015,408,1670.429380500229,3340.8587610004583,238.63276864288989,1.7097400424941869,149.24623803009575,115.67931391279532,715.8983059286695,330.5980409847568,1046.4963469134264,-2932.8587610004583,HIGH,HIGH,639
S005,P0016,96,507.1703526697775,1014.3407053395554,72.45290752425396,1.3249985857070476,139.29001367989056,111.57666150807475,217.3587225727618,318.8731370069852,536.2318595797469,-918.3407053395554,HIGH,HIGH,441
S005,P0017,313,1058.8114223875923,2117.6228447751846,151.2587746267989,2.069301439022401,137.28864569083447,108.61727514508995,453.7763238803967,310.41555456612355,764.1918784465203,-1804.6228447751846,HIGH,HIGH,452
S005,P0018,278,1304.2932399282122,2590.0131371219636,185.00093836585455,1.502695080660792,134.15047879616964,109.7959966790991,567.6952147596189,313.78420378117454,881.4794185407934,-2312.0131371219636,HIGH,HIGH,604
S005,P0019,374,569.3409463792794,1138.681892758559,81.33442091132564,4.598299167922413,135.05335157318743,108.6579963160057,244.0032627339769,310.53193094212367,554.5351936761006,-764.6818927585589,HIGH,MEDIUM,181
S005,P0020,117,904.5463547807936,1811.559990154085,129.3971421538632,0.9041930760795162,138.6730506155951,111.1407158114971,387.6627234774829,317.62725484889296,705.2899783263758,-1694.559990154085,HIGH,HIGH,589
