Date,Store ID,Product ID,Inventory Level,Units Sold,Units Ordered,Price,Discount,Holiday/Promotion,Year,Month,Day,DayOfWeek,NET_PRICE,Price_Diff,Price_Ratio,units_sold_lag_1,units_sold_lag_2,units_sold_lag_3,units_sold_lag_7,units_sold_lag_14,units_sold_lag_30,units_sold_lag_365,sales_roll_mean_7,sales_roll_mean_30,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Region_North,Region_South,Region_West,Weather Condition_Rainy,Weather Condition_Snowy,Weather Condition_Sunny,Seasonality_NEW_Spring,Seasonality_NEW_Summer,Seasonality_NEW_Winter
2022-01-30,S001,P0001,498,130,63,68.76,10,0,2022,1,30,6,61.88400000000001,-4.530000000000001,0.9381907490790012,47.0,97.0,164.0,79.0,97.0,,,90.57142857142857,,0,1,0,0,0,0,1,0,1,0,0,0,1
2022-01-31,S001,P0001,410,200,152,70.78,0,1,2022,1,31,0,70.78,1.9000000000000057,1.0275842044134729,130.0,47.0,97.0,9.0,69.0,127.0,,97.85714285714286,114.23333333333333,0,0,0,0,0,0,1,0,0,1,0,0,1
2022-02-01,S001,P0001,419,279,84,34.49,0,0,2022,2,1,1,34.49,0.6400000000000006,1.01890694239291,200.0,130.0,47.0,189.0,123.0,81.0,,125.14285714285714,116.66666666666667,0,0,1,0,0,0,0,0,0,1,0,0,1
2022-02-02,S001,P0001,415,38,149,52.49,5,0,2022,2,2,2,49.8655,4.240000000000002,1.0878756476683937,279.0,200.0,130.0,49.0,211.0,5.0,,138.0,123.26666666666667,1,0,0,0,0,1,0,0,0,0,0,0,1
2022-02-03,S001,P0001,345,71,186,27.71,20,1,2022,2,3,3,22.168000000000003,-1.25,0.9568370165745856,38.0,279.0,200.0,164.0,79.0,58.0,,136.42857142857142,124.36666666666666,0,0,0,0,0,1,0,1,0,0,0,0,1
2022-02-04,S001,P0001,121,25,25,16.84,15,0,2022,2,4,4,14.314,4.3100000000000005,1.343974461292897,71.0,38.0,279.0,97.0,390.0,147.0,,123.14285714285714,124.8,0,1,0,0,0,1,0,0,0,0,0,0,1
2022-02-05,S001,P0001,458,350,182,51.44,15,0,2022,2,5,5,43.724,-0.10000000000000142,0.9980597594101668,25.0,71.0,38.0,47.0,191.0,37.0,,112.85714285714286,120.73333333333333,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-02-06,S001,P0001,167,69,92,68.85,5,1,2022,2,6,6,65.40749999999998,-2.969999999999999,0.9586466165413534,350.0,25.0,71.0,130.0,79.0,107.0,,156.14285714285714,131.16666666666666,1,0,0,0,1,0,0,0,0,0,0,0,1
2022-02-07,S001,P0001,244,62,105,11.34,5,0,2022,2,7,0,10.773,1.709999999999999,1.1775700934579438,69.0,350.0,25.0,200.0,9.0,2.0,,147.42857142857142,129.9,1,0,0,0,0,1,0,1,0,0,0,0,1
2022-02-08,S001,P0001,140,12,48,67.64,10,0,2022,2,8,1,60.876000000000005,-1.480000000000004,0.9785879629629629,62.0,69.0,350.0,279.0,189.0,350.0,,127.71428571428571,131.9,0,0,0,1,0,0,1,0,0,0,0,0,1
2022-02-09,S001,P0001,209,16,143,90.55,0,0,2022,2,9,2,90.55,0.3499999999999943,1.003880266075388,12.0,62.0,69.0,38.0,49.0,36.0,,89.57142857142857,120.63333333333334,0,0,1,0,0,1,0,1,0,0,0,0,1
2022-02-10,S001,P0001,311,237,102,89.58,5,0,2022,2,10,3,85.101,-1.8200000000000074,0.9800875273522975,16.0,12.0,62.0,71.0,164.0,16.0,,86.42857142857143,119.96666666666667,0,0,0,0,0,1,0,1,0,0,0,0,1
2022-02-11,S001,P0001,216,203,34,19.93,0,0,2022,2,11,4,19.93,-4.949999999999999,0.8010450160771705,237.0,16.0,12.0,25.0,97.0,104.0,,110.14285714285714,127.33333333333333,1,0,0,0,0,0,0,0,0,1,0,0,1
2022-02-12,S001,P0001,358,29,54,64.4,15,1,2022,2,12,5,54.74,3.210000000000008,1.0524595522144142,203.0,237.0,16.0,350.0,47.0,80.0,,135.57142857142858,130.63333333333333,0,0,0,1,0,1,0,0,0,1,0,0,1
2022-02-13,S001,P0001,229,149,161,85.19,10,0,2022,2,13,6,76.671,-0.09000000000000341,0.9989446529080676,29.0,203.0,237.0,69.0,130.0,177.0,,89.71428571428571,128.93333333333334,0,0,0,0,1,0,0,1,0,0,0,0,1
2022-02-14,S001,P0001,429,259,156,97.41,10,1,2022,2,14,0,87.669,3.4399999999999977,1.0366074279025221,149.0,29.0,203.0,62.0,200.0,176.0,,101.14285714285714,128.0,0,0,0,0,1,0,0,0,1,0,0,0,1
2022-02-15,S001,P0001,126,111,32,51.27,5,0,2022,2,15,1,48.7065,-2.529999999999994,0.9529739776951673,259.0,149.0,29.0,12.0,279.0,97.0,,129.28571428571428,130.76666666666668,0,1,0,0,1,0,0,0,1,0,0,0,1
2022-02-16,S001,P0001,373,373,91,65.22,10,1,2022,2,16,2,58.698,-1.0300000000000011,0.9844528301886792,111.0,259.0,149.0,16.0,38.0,69.0,,143.42857142857142,131.23333333333332,1,0,0,0,0,0,1,1,0,0,0,0,1
2022-02-17,S001,P0001,82,31,146,49.34,5,1,2022,2,17,3,46.873,-2.5999999999999943,0.9499422410473625,373.0,111.0,259.0,237.0,71.0,123.0,,194.42857142857142,141.36666666666667,0,1,0,0,0,0,1,1,0,0,0,0,1
2022-02-18,S001,P0001,115,27,33,20.21,15,0,2022,2,18,4,17.1785,1.7600000000000016,1.0953929539295393,31.0,373.0,111.0,203.0,25.0,211.0,,165.0,138.3,1,0,0,0,0,1,0,1,0,0,0,0,1
2022-02-19,S001,P0001,207,27,200,75.6,0,1,2022,2,19,5,75.6,4.299999999999997,1.0603085553997194,27.0,31.0,373.0,29.0,350.0,79.0,,139.85714285714286,132.16666666666666,0,1,0,0,1,0,0,0,1,0,0,0,1
2022-02-20,S001,P0001,284,166,189,73.76,10,0,2022,2,20,6,66.384,3.5799999999999983,1.0510116842405244,27.0,27.0,31.0,149.0,69.0,390.0,,139.57142857142858,130.43333333333334,0,0,0,1,0,1,0,1,0,0,0,0,1
2022-02-21,S001,P0001,337,337,136,96.55,10,0,2022,2,21,0,86.895,-3.549999999999997,0.9645354645354646,166.0,27.0,27.0,259.0,62.0,191.0,,142.0,122.96666666666667,0,0,0,0,0,0,0,0,0,1,0,0,1
2022-02-22,S001,P0001,467,191,135,12.81,15,1,2022,2,22,1,10.8885,0.33999999999999986,1.0272654370489174,337.0,166.0,27.0,111.0,12.0,79.0,,153.14285714285714,127.83333333333333,0,1,0,0,0,0,0,0,0,1,0,0,1
2022-02-23,S001,P0001,152,129,88,27.67,15,0,2022,2,23,2,23.5195,-3.3599999999999994,0.8917176925555914,191.0,337.0,166.0,373.0,16.0,9.0,,164.57142857142858,131.56666666666666,0,0,1,0,0,0,1,0,0,0,0,0,1
2022-02-24,S001,P0001,277,177,108,25.72,10,1,2022,2,24,3,23.148,-3.59,0.8775162060730126,129.0,191.0,337.0,31.0,237.0,189.0,,129.71428571428572,135.56666666666666,0,0,0,1,0,0,0,0,1,0,0,0,1
2022-02-25,S001,P0001,399,214,188,10.85,20,1,2022,2,25,4,8.68,-3.4299999999999997,0.7598039215686274,177.0,129.0,191.0,27.0,203.0,49.0,,150.57142857142858,135.16666666666666,0,0,0,0,1,0,0,0,0,0,0,0,1
2022-02-26,S001,P0001,167,106,55,52.53,10,0,2022,2,26,5,47.277,-1.6799999999999997,0.9690094078583287,214.0,177.0,129.0,27.0,29.0,164.0,,177.28571428571428,140.66666666666666,0,0,1,0,1,0,0,0,1,0,0,0,1
2022-02-27,S001,P0001,129,68,165,34.84,10,1,2022,2,27,6,31.356000000000005,-3.3799999999999955,0.9115646258503403,106.0,214.0,177.0,166.0,149.0,97.0,,188.57142857142858,138.73333333333332,0,0,0,0,1,0,0,1,0,0,0,0,1
2022-02-28,S001,P0001,361,344,103,89.39,10,1,2022,2,28,0,80.45100000000001,2.5,1.0287720105881,68.0,106.0,214.0,337.0,259.0,47.0,,174.57142857142858,137.76666666666668,0,1,0,0,0,1,0,0,1,0,0,0,1
2022-03-01,S001,P0001,263,28,113,15.95,5,0,2022,3,1,1,15.152499999999998,2.039999999999999,1.1466570812365204,344.0,68.0,106.0,191.0,111.0,130.0,,175.57142857142858,147.66666666666666,0,0,0,1,1,0,0,0,1,0,1,0,0
2022-03-02,S001,P0001,216,93,120,58.52,15,1,2022,3,2,2,49.742000000000004,-0.3999999999999986,0.9932111337406654,28.0,344.0,68.0,129.0,373.0,200.0,,152.28571428571428,144.26666666666668,0,0,1,0,0,1,0,0,1,0,1,0,0
2022-03-03,S001,P0001,304,36,44,14.01,0,1,2022,3,3,3,14.01,1.1400000000000006,1.0885780885780887,93.0,28.0,344.0,177.0,31.0,279.0,,147.14285714285714,140.7,0,0,0,1,0,1,0,0,1,0,1,0,0
2022-03-04,S001,P0001,338,284,43,33.06,15,0,2022,3,4,4,28.101000000000003,-1.4099999999999966,0.9590948651000871,36.0,93.0,28.0,214.0,27.0,38.0,,127.0,132.6,0,0,0,1,0,1,0,0,1,0,1,0,0
2022-03-05,S001,P0001,496,282,167,27.67,10,0,2022,3,5,5,24.903000000000002,-0.9799999999999969,0.9657940663176267,284.0,36.0,93.0,106.0,27.0,71.0,,137.0,140.8,0,1,0,0,0,0,0,0,0,1,1,0,0
2022-03-06,S001,P0001,463,192,54,62.37,10,1,2022,3,6,6,56.132999999999996,-2.270000000000003,0.9648824257425742,282.0,284.0,36.0,68.0,166.0,25.0,,162.14285714285714,147.83333333333334,1,0,0,0,0,1,0,0,0,0,1,0,0
2022-03-07,S001,P0001,380,348,80,98.99,5,0,2022,3,7,0,94.0405,1.059999999999988,1.0108240580006125,192.0,282.0,284.0,344.0,337.0,350.0,,179.85714285714286,153.4,0,0,0,1,1,0,0,1,0,0,1,0,0
2022-03-08,S001,P0001,394,32,88,95.9,20,1,2022,3,8,1,76.72000000000001,-2.589999999999989,0.9737029140014216,348.0,192.0,282.0,28.0,191.0,69.0,,180.42857142857142,153.33333333333334,0,0,0,0,0,0,1,0,0,1,1,0,0
2022-03-09,S001,P0001,339,26,165,24.92,15,0,2022,3,9,2,21.182000000000002,0.5400000000000027,1.022149302707137,32.0,348.0,192.0,93.0,129.0,62.0,,181.0,152.1,0,0,0,0,0,1,0,0,0,1,1,0,0
2022-03-10,S001,P0001,285,147,184,24.69,10,1,2022,3,10,3,22.221,4.690000000000001,1.2345000000000002,26.0,32.0,348.0,36.0,177.0,12.0,,171.42857142857142,150.9,0,0,0,0,0,0,0,0,1,0,1,0,0
2022-03-11,S001,P0001,348,141,188,46.7,10,1,2022,3,11,4,42.03,-3.5799999999999983,0.9287987271280828,147.0,26.0,32.0,284.0,214.0,16.0,,187.28571428571428,155.4,0,0,1,0,1,0,0,0,1,0,1,0,0
2022-03-12,S001,P0001,210,194,144,91.91,5,1,2022,3,12,5,87.3145,1.0699999999999932,1.0117789520035225,141.0,147.0,26.0,282.0,106.0,237.0,,166.85714285714286,159.56666666666666,1,0,0,0,0,0,0,1,0,0,1,0,0
2022-03-13,S001,P0001,327,95,141,87.0,15,0,2022,3,13,6,73.95,-4.430000000000007,0.9515476320682489,194.0,141.0,147.0,192.0,68.0,203.0,,154.28571428571428,158.13333333333333,0,0,0,0,1,0,0,0,0,1,1,0,0
2022-03-14,S001,P0001,84,74,168,59.11,10,0,2022,3,14,0,53.199,0.4099999999999966,1.006984667802385,95.0,194.0,141.0,348.0,344.0,29.0,,140.42857142857142,154.53333333333333,1,0,0,0,0,0,1,0,1,0,1,0,0
2022-03-15,S001,P0001,172,78,187,69.17,20,0,2022,3,15,1,55.336000000000006,-0.9299999999999926,0.9867332382310985,74.0,95.0,194.0,32.0,28.0,149.0,,101.28571428571429,156.03333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0
2022-03-16,S001,P0001,252,230,126,37.52,5,0,2022,3,16,2,35.644,1.0300000000000011,1.028226911482598,78.0,74.0,95.0,26.0,93.0,259.0,,107.85714285714286,153.66666666666666,0,0,1,0,0,1,0,0,0,0,1,0,0
2022-03-17,S001,P0001,124,89,86,30.81,15,1,2022,3,17,3,26.188499999999998,-0.10000000000000142,0.9967648010352637,230.0,78.0,74.0,147.0,36.0,111.0,,137.0,152.7,0,0,1,0,0,1,0,0,0,1,1,0,0
2022-03-18,S001,P0001,282,150,41,47.2,15,0,2022,3,18,4,40.120000000000005,3.3200000000000003,1.0756608933454876,89.0,230.0,78.0,141.0,284.0,373.0,,128.71428571428572,151.96666666666667,1,0,0,0,1,0,0,0,1,0,1,0,0
2022-03-19,S001,P0001,388,285,28,17.8,20,0,2022,3,19,5,14.240000000000002,-2.960000000000001,0.8574181117533718,150.0,89.0,230.0,194.0,282.0,31.0,,130.0,144.53333333333333,0,0,0,0,0,1,0,1,0,0,1,0,0
2022-03-20,S001,P0001,83,40,68,33.07,15,1,2022,3,20,6,28.1095,3.8099999999999987,1.130211893369788,285.0,150.0,89.0,95.0,192.0,27.0,,143.0,153.0,1,0,0,0,0,0,0,0,1,0,1,0,0
2022-03-21,S001,P0001,100,58,160,75.75,15,1,2022,3,21,0,64.3875,-1.5,0.9805825242718447,40.0,285.0,150.0,74.0,348.0,27.0,,135.14285714285714,153.43333333333334,0,0,1,0,1,0,0,0,0,1,1,0,0
2022-03-22,S001,P0001,163,114,83,69.56,5,1,2022,3,22,1,66.082,2.260000000000005,1.0335809806835068,58.0,40.0,285.0,78.0,32.0,166.0,,132.85714285714286,154.46666666666667,1,0,0,0,1,0,0,0,1,0,1,0,0
2022-03-23,S001,P0001,82,21,124,86.7,0,1,2022,3,23,2,86.7,-0.6899999999999977,0.9921043597665637,114.0,58.0,40.0,230.0,26.0,337.0,,138.0,152.73333333333332,1,0,0,0,0,1,0,0,0,1,1,0,0
2022-03-24,S001,P0001,279,35,84,12.46,5,0,2022,3,24,3,11.837,-2.789999999999999,0.8170491803278689,21.0,114.0,58.0,89.0,147.0,191.0,,108.14285714285714,142.2,0,0,0,0,1,0,0,0,0,0,1,0,0
2022-03-25,S001,P0001,441,31,137,45.18,0,0,2022,3,25,4,45.18,4.700000000000003,1.116106719367589,35.0,21.0,114.0,150.0,141.0,129.0,,100.42857142857143,137.0,1,0,0,0,0,1,0,1,0,0,1,0,0
2022-03-26,S001,P0001,81,4,128,81.93,20,1,2022,3,26,5,65.54400000000001,-2.5799999999999983,0.9694710685126021,31.0,35.0,21.0,285.0,194.0,177.0,,83.42857142857143,133.73333333333332,0,0,1,0,0,1,0,0,1,0,1,0,0
2022-03-27,S001,P0001,324,289,95,78.21,10,0,2022,3,27,6,70.389,-2.960000000000008,0.9635333251201181,4.0,31.0,35.0,40.0,95.0,214.0,,43.285714285714285,127.96666666666667,0,0,0,1,0,1,0,0,1,0,1,0,0
2022-03-28,S001,P0001,393,49,57,68.54,0,0,2022,3,28,0,68.54,2.690000000000012,1.0408504176157936,289.0,4.0,31.0,58.0,74.0,106.0,,78.85714285714286,130.46666666666667,0,0,1,0,0,0,1,1,0,0,1,0,0
2022-03-29,S001,P0001,110,3,65,65.91,5,0,2022,3,29,1,62.61449999999999,2.4099999999999966,1.0379527559055117,49.0,289.0,4.0,114.0,78.0,68.0,,77.57142857142857,128.56666666666666,1,0,0,0,0,0,1,1,0,0,1,0,0
2022-03-30,S001,P0001,339,136,191,32.07,0,0,2022,3,30,2,32.07,-3.3699999999999974,0.9049097065462754,3.0,49.0,289.0,21.0,230.0,344.0,,61.714285714285715,126.4,0,0,1,0,0,1,0,0,1,0,1,0,0
2022-03-31,S001,P0001,358,85,151,63.02,0,0,2022,3,31,3,63.02,1.230000000000004,1.0199061336785888,136.0,3.0,49.0,35.0,89.0,28.0,,78.14285714285714,119.46666666666667,0,0,0,0,0,1,0,0,0,1,1,0,0
2022-04-01,S001,P0001,215,101,65,44.62,0,1,2022,4,1,4,44.62,1.259999999999998,1.0290590405904059,85.0,136.0,3.0,31.0,150.0,93.0,,85.28571428571429,121.36666666666666,0,1,0,0,0,0,1,0,0,0,1,0,0
2022-04-02,S001,P0001,200,70,54,81.11,15,1,2022,4,2,5,68.9435,-4.189999999999998,0.9508792497069168,101.0,85.0,136.0,4.0,285.0,36.0,,95.28571428571429,121.63333333333334,0,1,0,0,0,0,0,0,0,1,1,0,0
2022-04-03,S001,P0001,208,32,142,51.04,15,0,2022,4,3,6,43.384,-0.11999999999999744,0.9976544175136827,70.0,101.0,85.0,289.0,40.0,284.0,,104.71428571428571,122.76666666666667,0,0,0,1,0,1,0,0,1,0,1,0,0
2022-04-04,S001,P0001,70,54,197,70.04,10,1,2022,4,4,0,63.03600000000001,-4.519999999999996,0.9393776824034336,32.0,70.0,101.0,49.0,58.0,282.0,,68.0,114.36666666666666,0,1,0,0,1,0,0,0,0,1,1,0,0
2022-04-05,S001,P0001,309,165,105,90.24,10,0,2022,4,5,1,81.216,-3.8200000000000074,0.9593876249202636,54.0,32.0,70.0,3.0,114.0,192.0,,68.71428571428571,106.76666666666667,0,0,1,0,0,0,0,0,1,0,1,0,0
2022-04-06,S001,P0001,322,158,29,23.65,10,0,2022,4,6,2,21.285,3.2699999999999996,1.16045142296369,165.0,54.0,32.0,136.0,21.0,348.0,,91.85714285714286,105.86666666666666,0,0,1,0,0,0,1,1,0,0,1,0,0
2022-04-07,S001,P0001,84,26,134,67.82,0,1,2022,4,7,3,67.82,4.929999999999993,1.0783908411512162,158.0,165.0,54.0,85.0,35.0,32.0,,95.0,99.53333333333333,0,1,0,0,0,1,0,0,1,0,1,0,0
2022-04-08,S001,P0001,322,130,173,27.4,15,0,2022,4,8,4,23.29,2.9399999999999977,1.1201962387571545,26.0,158.0,165.0,101.0,31.0,26.0,,86.57142857142857,99.33333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0
2022-04-09,S001,P0001,435,121,60,69.13,15,1,2022,4,9,5,58.76049999999999,3.8499999999999943,1.0589767156862744,130.0,26.0,158.0,70.0,4.0,147.0,,90.71428571428571,102.8,0,0,1,0,1,0,0,0,0,0,1,0,0
2022-04-10,S001,P0001,292,282,200,96.48,5,0,2022,4,10,6,91.656,3.8299999999999983,1.0413383702104695,121.0,130.0,26.0,32.0,289.0,141.0,,98.0,101.93333333333334,0,0,1,0,0,0,0,0,0,1,1,0,0
2022-04-11,S001,P0001,376,358,192,46.43,0,1,2022,4,11,0,46.43,-4.020000000000003,0.9203171456888007,282.0,121.0,130.0,54.0,49.0,194.0,,133.71428571428572,106.63333333333334,0,0,1,0,0,1,0,1,0,0,1,0,0
2022-04-12,S001,P0001,381,238,139,74.25,15,0,2022,4,12,1,63.1125,-4.170000000000002,0.9468247895944912,358.0,282.0,121.0,165.0,3.0,95.0,,177.14285714285714,112.1,0,0,0,0,0,0,1,1,0,0,1,0,0
2022-04-13,S001,P0001,433,279,79,78.35,10,1,2022,4,13,2,70.515,1.4799999999999898,1.0192532847664888,238.0,358.0,282.0,158.0,136.0,74.0,,187.57142857142858,116.86666666666666,1,0,0,0,0,0,0,0,1,0,1,0,0
2022-04-14,S001,P0001,241,108,126,83.64,20,0,2022,4,14,3,66.912,4.1299999999999955,1.0519431518048044,279.0,238.0,358.0,26.0,85.0,78.0,,204.85714285714286,123.7,1,0,0,0,0,1,0,0,0,1,1,0,0
2022-04-15,S001,P0001,136,32,165,95.63,10,1,2022,4,15,4,86.067,4.679999999999993,1.051456844420011,108.0,279.0,238.0,130.0,101.0,230.0,,216.57142857142858,124.7,0,0,0,1,0,0,1,0,0,1,1,0,0
2022-04-16,S001,P0001,445,183,43,74.81,10,0,2022,4,16,5,67.32900000000001,-4.039999999999992,0.9487634749524414,32.0,108.0,279.0,121.0,70.0,89.0,,202.57142857142858,118.1,0,0,1,0,0,0,0,0,0,0,1,0,0
2022-04-17,S001,P0001,396,365,109,68.35,5,0,2022,4,17,6,64.93249999999999,-3.190000000000012,0.9554095610847076,183.0,32.0,108.0,282.0,32.0,150.0,,211.42857142857142,121.23333333333333,0,0,0,1,0,0,1,0,0,0,1,0,0
2022-04-18,S001,P0001,319,47,185,53.83,20,0,2022,4,18,0,43.064,3.3200000000000003,1.0657295585032667,365.0,183.0,32.0,358.0,54.0,285.0,,223.28571428571428,128.4,0,0,1,0,0,1,0,1,0,0,1,0,0
2022-04-19,S001,P0001,60,41,195,66.6,15,1,2022,4,19,1,56.60999999999999,4.229999999999997,1.0678210678210678,47.0,365.0,183.0,238.0,165.0,40.0,,178.85714285714286,120.46666666666667,1,0,0,0,1,0,0,1,0,0,1,0,0
2022-04-20,S001,P0001,164,51,131,14.9,20,1,2022,4,20,2,11.920000000000002,1.6300000000000008,1.1228334589299171,41.0,47.0,365.0,279.0,158.0,58.0,,150.71428571428572,120.5,0,1,0,0,1,0,0,0,0,0,1,0,0
